NO,Customer_ID,Response,Sex,Age,Card_type,Shopping,Cashing,ETC,Card_contraction,Card_grade,Job,On_the_job,marriage,questionnaire1,questionnaire2,questionnaire3,questionnaire4,questionnaire5,expiration_date,onlineservice_avg_mon,cashing_avg_mon,food_avg_mon,speciality_avg_mon,general_avg_mon,network_avg_mon,onlineshopping_avg_mon,beauty_avg_mon,amusement_avg_mon,travel_avg_mon,onlineservice_avg_lmon,cashing_avg_lmon,food_avg_lmon,speciality_avg_lmon,general_avg_lmon,network_avg_lmon,onlineshopping_avg_lmon,beauty_avg_lmon,amusement_avg_lmon,travel_avg_lmon,shopping_avg,cashing_avg,ETC_avg,shopping_rec,cashing_rec,ETC_rec,No_records,max_used_date,min_used_date,No_function,No_member_store_use,No_category_use,max_charge,min_charge,avg_charge,charge_avg_per_mon,charge_lmon,charge_Monday,charge_Tuesday,charge_Wednesday,charge_Friday,charge_Thursday,charge_Saturday,charge_Sunday,generation,contraction_year,contraction_mon,contraction_day,contraction_day_JP
604,80066201,no reply,F,22,original,0,1,1,2003/01/16,silver card (classic),student,not working,unmarried,0,0,0,0,0,2019/01/16,,,,7860,,,,,,4995,,,,7860,,,,,,3080,7860,,4995,7860,,3080,3,2012/06/01,2011/05/01,2,2,2,7860,3080,5950,5950,3080,,,6910,3080,,,7860,20s,2003,1,5,Thursday
605,80066317,reply,M,41,original,1,1,1,2003/02/12,loyal card,sole proprietorship,working,married,2,4,5,1,4,2019/02/16,,17570,15030,75046,27290,34895,,,,81415,,31090,15030,91940,27290,28780,,,,99470,54148.9,17570,81415,91940,31090,99470,15,2012/08/01,2010/05/01,3,8,6,150270,4050,45687,62300,91940,59870,206310,113880,103520,100140,38230,63360,40s,2003,2,4,Wednesday
606,80066638,no reply,F,40,original,1,0,0,2003/01/22,silver card (classic),,not working,married,0,0,0,0,0,2019/01/16,63330,9160,,12196,,,,16550,,,63330,7490,,19950,,,,16550,,,23294,9160,,63330,7490,,10,2012/10/01,2010/03/01,2,6,4,63330,5110,16227,18030,7490,15460,,8670,6150,63550,,68440,40s,2003,1,4,Wednesday
607,80066696,no reply,F,36,affiliated card A,1,0,0,2003/01/20,silver card (classic),,not working,married,0,0,0,0,0,2019/01/16,,29340,,12270,,61010,17940,10540,,,,43840,,12270,,61010,17940,10540,,,25440,29340,,10540,43840,,6,2012/10/01,2010/05/01,2,5,5,61010,10540,26740,26740,10540,10540,61010,17940,,12270,14840,43840,30s,2003,1,2,Monday
608,80066843,reply,F,29,affiliated card A,1,1,0,2003/01/22,silver card (classic),,not working,married,0,0,0,0,0,2019/01/16,,7090,,50405,19795,,,,,,,3140,,34510,23200,,,,,,35100,7090,,23200,3140,,6,2012/08/01,2010/09/01,2,5,3,66300,3140,25763,25763,23200,,3140,39590,11040,66300,,34510,20s,2003,1,4,Wednesday
609,80067213,no reply,M,30,affiliated card C,1,0,0,2003/04/10,gold card,general payer3,working,unmarried,0,0,0,0,0,2019/04/16,,40147,,48540,40423,6580,,,17740,11880,,7080,,34970,71230,6580,,,17740,11880,48535,40147.5,11880,106200,7080,11880,13,2012/07/01,2010/04/01,3,8,6,77920,6580,35667,42152,106200,,94250,32840,7080,131960,6580,190970,30s,2003,4,5,Thursday
610,80067514,no reply,M,41,affiliated card A,1,1,0,2003/01/22,silver card (classic),general payer3,working,unmarried,0,0,0,0,0,2019/01/16,14580,50920,43560,44490,,51990,,,,27576,2030,50920,83840,24250,,51990,,,,39380,42875,50920,27576.7,24250,50920,39380,11,2012/11/01,2010/06/01,3,8,6,83840,2030,35536,39090,39380,37570,3280,64730,85870,91370,30030,78050,40s,2003,1,4,Wednesday
611,80067615,no reply,M,43,affiliated card C,1,0,0,2003/02/21,loyal card,general payer3,working,unmarried,0,0,0,0,0,2019/02/16,10280,,,33510,36850,,,,,41740,10280,,,11390,36850,,,,,76080,33128.9,,,10280,,,9,2012/11/01,2010/06/01,1,8,4,103030,7400,33128,33128,10280,,71020,,11390,123280,,92470,40s,2003,2,6,Friday
612,80067632,no reply,M,35,affiliated card A,1,1,0,2003/04/10,gold card,sole proprietorship,working,married,0,0,0,0,0,2019/04/16,,128425,,19030,154580,,,,,,,24240,,19030,154580,,,,,,86805,128425,,154580,24240,,4,2012/10/01,2010/04/01,2,3,3,232610,19030,107615,107615,24240,24240,19030,,,232610,,154580,30s,2003,4,5,Thursday
613,80067650,no reply,F,45,original,0,1,1,2003/01/20,loyal(platinum)card,general payer3,working,married,0,0,0,0,0,2019/01/16,,,,51910,114350,25360,,,,15560,,,,51910,114350,25360,,,,4130,63873.3,,15560,114350,,4130,7,2012/11/01,2010/03/01,2,4,4,114350,4130,36265,36265,4130,40880,51910,,,118480,32790,9800,40s,2003,1,2,Monday
614,80067816,no reply,F,43,affiliated card A,0,1,0,2003/03/28,silver card,part time job,working,unmarried,0,0,0,0,0,2019/03/16,,18975,,,,,,,,,,17790,,,,,,,,,,18975,,,17790,,3,2011/11/01,2011/10/01,1,1,1,17790,9980,12650,18975,17790,,17790,,,,20160,,40s,2003,3,6,Friday
615,80068079,no reply,M,30,affiliated card B,0,1,1,2003/01/28,silver card (classic),,not working,unmarried,0,0,0,0,0,2019/01/16,,9576,,,,,,,,,,20760,,,,,,,,,,9576.67,,,20760,,3,2012/08/01,2010/08/01,1,1,1,20760,3960,9576,9576,20760,,3960,20760,,,,4010,30s,2003,1,3,Tuesday
616,80068101,no reply,F,29,affiliated card B,1,1,0,2003/01/14,gold card(superior),,not working,married,0,0,0,0,0,2019/01/16,,41250,,9100,3730,,,,,12435,,41250,,9100,3730,,,,,2920,9425,41250,,3730,41250,,6,2011/09/01,2010/08/01,2,4,4,36150,2920,13158,15790,3730,44170,,,,3730,21950,9100,20s,2003,1,3,Tuesday
617,80068138,no reply,M,39,affiliated card A,1,0,1,2003/03/10,gold card,part time job,working,unmarried,0,0,0,0,0,2019/03/16,2390,13800,,,12400,,,,,9120,2390,13800,,,12400,,,,,9120,7395,13800,9120,12400,13800,9120,4,2012/11/01,2011/04/01,3,4,4,13800,2390,9427,12570,13800,,,21520,2390,13800,,,30s,2003,3,2,Monday
618,80068205,no reply,F,32,original,0,0,0,2003/02/18,loyal card,,not working,married,0,0,0,0,0,2019/02/16,,64700,11730,,,,,18260,,,,98380,11730,,,,,18260,,,14995,64700,,18260,98380,,5,2012/02/01,2010/08/01,2,3,3,98380,11730,44818,56022,116640,85260,,116640,,,,22190,30s,2003,2,3,Tuesday
619,80068563,no reply,M,27,affiliated card B,1,1,1,2003/01/07,loyal(platinum)card,general payer3,working,married,0,0,0,0,0,2019/01/16,,39490,,29550,,,,,,16190,,39490,,29850,,,,,,4940,29550,39490,16190,29850,39490,4940,5,2011/07/01,2010/08/01,3,3,3,39490,4940,26194,32742,4940,,,,34790,,66930,29250,20s,2003,1,3,Tuesday
620,80068584,no reply,M,30,affiliated card B,0,0,1,2003/01/09,gold card(superior),general payer3,working,unmarried,0,0,0,0,0,2019/01/16,,18196,30460,,,,,,,17740,,23440,30460,,,,,,,17740,30460,18196.7,17740,30460,23440,17740,5,2012/11/01,2010/03/01,3,3,3,30460,14200,20558,25697,23440,31150,,48200,,23440,,,30s,2003,1,5,Thursday
621,80068775,no reply,F,51,affiliated card A,1,1,0,2003/03/04,silver card,part time job,working,married,0,0,0,0,0,2019/03/16,,10280,,,,,,,,,,10280,,,,,,,,,,10280,,,10280,,1,2012/08/01,2012/08/01,1,1,1,10280,10280,10280,10280,10280,,,10280,,,,,50s,2003,3,3,Tuesday
622,80068882,reply,M,53,affiliated card B,1,1,1,2003/03/13,platinum loyal card,sole proprietorship,working,married,4,4,5,5,1,2019/03/16,,77435,,99993,7650,,,9760,,124956,,146210,,75780,7650,,,9760,,363860,63478,77435,124956,9760,146210,363860,12,2012/11/01,2010/03/01,3,7,5,363860,7650,91420,99730,363860,160730,73880,,95210,393910,227100,146210,50s,2003,3,5,Thursday
623,80068965,no reply,M,28,original,0,0,0,2003/04/10,silver card,general payer3,working,married,0,0,0,0,0,2019/04/16,15280,20705,,6840,19480,,,,,,15280,10130,,6840,19480,,,,,,13866.7,20705,,19480,10130,,5,2012/10/01,2010/05/01,2,4,4,31280,6840,16602,16602,19480,19480,10130,15280,,,31280,6840,20s,2003,4,5,Thursday
624,80069016,no reply,F,33,affiliated card B,0,1,0,2003/01/26,silver card (classic),,not working,unmarried,0,0,0,0,0,2019/01/16,,10055,5650,4970,,,,,,,,7490,5650,4970,,,,,,,5310,10055,,5650,7490,,4,2012/11/01,2010/10/01,2,3,3,12620,4970,7682,7682,5650,4970,,,12620,5650,,7490,30s,2003,1,1,Sunday
625,80069095,no reply,F,37,affiliated card C,1,0,1,2003/02/26,silver card,,not working,married,0,0,0,0,0,2019/02/16,,10315,15505,,,,,25080,,11120,,11160,28970,,,,,25080,,11120,18696.7,10315,11120,28970,11160,11120,6,2012/05/01,2010/04/01,3,4,4,28970,2040,14640,14640,11160,,65210,,2040,20590,,,30s,2003,2,4,Wednesday
626,80069137,no reply,M,41,original,1,1,1,2003/01/08,silver card (classic),,not working,unmarried,0,0,0,0,0,2019/01/16,,15715,,,,,,,,10880,,17400,,,,,,,,10880,,15715,10880,,17400,10880,3,2012/05/01,2011/09/01,2,2,2,17400,10880,14103,14103,17400,,31430,,,10880,,,40s,2003,1,4,Wednesday
627,80069270,no reply,M,36,affiliated card A,0,0,0,2003/01/09,loyal(platinum)card,general payer3,working,unmarried,0,0,0,0,0,2019/01/16,23170,68060,,69490,41300,,,,,49870,23170,91670,,52640,41300,,,,,49870,67816.7,68060,49870,41300,91670,49870,9,2012/09/01,2010/02/01,3,6,5,86340,7450,43271,64906,41300,86340,,,94320,91670,41300,75810,30s,2003,1,5,Thursday
628,80069286,no reply,M,19,affiliated card C,1,0,0,2003/03/27,silver card,student,not working,unmarried,0,0,0,0,0,2019/03/16,,11400,,3190,2050,,,,,,,11400,,3190,2050,,,,,,2620,11400,,2050,11400,,3,2012/04/01,2010/11/01,2,3,3,11400,2050,5546,5546,2050,3190,,,,11400,,2050,10s,2003,3,5,Thursday
629,80069356,no reply,M,24,original,0,0,0,2003/03/26,gold card,general payer3,working,unmarried,0,0,0,0,0,2019/03/16,8020,17295,,26150,,,,,,34652,8020,4620,,32060,,,,,,11860,31738,17295,20120,22220,4620,11860,9,2012/08/01,2010/05/01,3,7,4,76150,4620,25946,33360,4620,,22220,12640,,76150,48620,73890,20s,2003,3,4,Wednesday
630,80069513,no reply,F,28,affiliated card B,1,0,0,2003/02/26,silver card,,not working,unmarried,0,0,0,0,0,2019/02/16,,32820,17170,5630,,31030,,,,,,32820,17170,6100,,31030,,,,,14865,32820,,17170,32820,,5,2012/11/01,2010/05/01,2,5,4,32820,5160,18456,18456,32820,,6100,5160,,32820,48200,,20s,2003,2,4,Wednesday
631,80069646,reply,F,43,affiliated card B,0,0,0,2003/02/18,loyal card,,not working,married,5,2,2,1,5,2019/02/16,,34900,,,,,,,,,,34900,,,,,,,,,,34900,,,34900,,1,2010/09/01,2010/09/01,1,1,1,34900,34900,34900,34900,34900,,,34900,,,,,40s,2003,2,3,Tuesday
632,80069964,no reply,F,16,affiliated card A,1,1,1,2003/02/01,silver card,student,not working,unmarried,0,0,0,0,0,2019/01/16,2650,5820,,5090,9060,,,,,2280,2650,9620,,7110,9060,,,,,2280,5396,5820,2280,9060,9620,2280,8,2012/11/01,2010/03/01,3,7,5,9620,2020,5112,5112,9060,8110,9620,,,11080,2700,9390,10s,2003,2,7,Saturday
633,80069985,reply,M,42,original,1,0,1,2003/03/27,silver card,general payer3,working,unmarried,0,0,0,0,0,2019/03/16,,30465,,17960,,,,,,16146,,3730,,17960,,,,,,30040,17960,30465,16146.7,17960,3730,30040,9,2012/09/01,2010/08/01,3,3,3,57200,3540,19530,21971,30040,,14330,,96810,,42660,21970,40s,2003,3,5,Thursday
634,80070217,no reply,F,45,affiliated card C,0,1,1,2003/02/23,gold card,,not working,married,0,0,0,0,0,2019/02/16,,,,,,,,,,15080,,,,,,,,,,15080,,,15080,,,15080,1,2010/05/01,2010/05/01,1,1,1,15080,15080,15080,15080,15080,,,,,,15080,,40s,2003,2,1,Sunday
635,80070271,no reply,M,38,original,1,0,1,2003/03/30,gold card,general payer3,working,unmarried,0,0,0,0,0,2019/03/16,,37335,9830,23125,,,,,,18867,,36640,9830,14180,,,,,,14700,18693.3,37335,18867.5,14180,36640,14700,9,2012/11/01,2010/05/01,3,5,4,38030,9830,22913,22913,36640,,,64360,38030,60650,30070,13110,30s,2003,3,1,Sunday
636,80070362,no reply,F,34,affiliated card C,1,0,0,2003/03/06,platinum loyal card,part time job,working,married,0,0,0,0,0,2019/03/16,3115,15313,,17220,,,,,,,3820,11000,,17220,,,,,,,7816.67,15313.3,,3820,11000,,6,2012/06/01,2010/03/01,2,4,3,28450,2410,11565,11565,3820,45670,2410,,3820,,,17490,30s,2003,3,5,Thursday
637,80070512,no reply,M,30,affiliated card B,1,0,1,2003/03/01,gold card,general payer3,working,married,0,0,0,0,0,2019/02/16,27440,12385,,9225,,19600,,,,15923,27440,20870,,16060,,19600,,,,17690,18560,12385,19510,24810,20870,17690,9,2012/05/01,2010/04/01,3,7,5,27440,2390,15336,17253,17690,3900,38560,,44410,23720,,27440,30s,2003,3,7,Saturday
638,80070570,no reply,F,47,affiliated card A,0,0,0,2003/03/11,gold card,,not working,married,0,0,0,0,0,2019/03/16,6780,18703,20340,10730,19260,40920,,,,,9910,45640,20340,10730,19260,40920,,,,,17468.3,18703.3,,9910,45640,,10,2012/11/01,2010/04/01,2,7,6,40920,3650,16092,20115,45640,40920,,,3790,60020,20340,35850,40s,2003,3,3,Tuesday
639,80070710,reply,F,32,original,1,1,1,2003/03/27,silver card,,not working,married,0,0,0,0,0,2019/03/16,,30460,,4086,11190,9380,,11960,,28856,,5370,,3910,11190,9380,,11960,,55540,7375.71,30460,34360,3910,5370,55540,14,2012/11/01,2010/04/01,3,9,6,81220,2590,20032,23370,5370,22130,45110,128700,,79720,,4790,30s,2003,3,5,Thursday
640,80070947,reply,F,28,affiliated card A,1,0,0,2003/01/25,silver card (classic),,not working,married,0,0,0,0,0,2019/01/16,,38960,8470,6790,12590,,11620,19465,6050,,,38960,8470,6790,12590,,11620,3930,6050,,14075,38960,,8470,38960,,8,2012/07/01,2010/08/01,2,8,7,38960,3930,15426,17630,8470,,18640,35000,10720,,,59050,20s,2003,1,7,Saturday
641,80071000,no reply,M,29,affiliated card C,1,1,0,2003/02/28,silver card,part time job,working,unmarried,0,0,0,0,0,2019/02/16,,13350,,8400,,,,,,9210,,8130,,8400,,,,,,9210,8400,13350,9210,8400,8130,9210,5,2011/06/01,2010/06/01,3,3,3,10550,8020,8862,11077,9210,,8400,27780,,,,8130,20s,2003,2,6,Friday
642,80071179,no reply,M,35,original,1,0,0,2003/04/09,silver card,general payer3,working,married,0,0,0,0,0,2019/04/16,7720,,,34903,,,,,,28390,7720,,,5660,,,,,,28390,28107.5,,28390,5660,,28390,5,2012/09/01,2010/04/01,2,5,3,78210,5660,28164,28164,5660,,20840,,,114320,5660,,30s,2003,4,4,Wednesday
643,80071220,reply,F,26,affiliated card B,0,1,1,2003/01/07,silver card (classic),,not working,married,0,0,0,0,0,2019/01/16,,37813,,24970,,,,,,8720,,42810,,24970,,,,,,10090,24970,37813.3,8720,24970,42810,10090,6,2012/10/01,2010/01/01,3,3,3,50170,7350,25975,25975,10090,17440,50170,,63270,,24970,,20s,2003,1,3,Tuesday
644,80071255,reply,F,31,affiliated card A,1,0,0,2003/01/12,silver card (classic),,not working,married,0,0,0,0,0,2019/01/16,8070,21912,,6910,,,,,,,8070,36030,,6910,,,,,,,7490,21912,,8070,36030,,8,2012/11/01,2010/08/01,2,3,3,38070,4190,15567,20756,36030,8070,,38070,,73890,,4510,30s,2003,1,1,Sunday
645,80071450,no reply,M,33,original,1,1,1,2003/04/09,silver card,part time job,working,unmarried,0,0,0,0,0,2019/04/16,,3900,,2940,,,,,2810,6560,,3900,,2940,,,,,2810,2000,2875,3900,6560,2940,3900,2000,5,2012/10/01,2010/09/01,3,4,4,11120,2000,4554,4554,3900,3900,2810,11120,2940,,,2000,30s,2003,4,4,Wednesday
646,80071659,reply,F,29,original,1,1,0,2003/01/17,loyal(platinum)card,part time job,working,married,2,5,5,2,4,2019/01/16,34280,,,7815,9030,,,,,,34280,,,12450,9030,,,,,,14735,,,9030,,,4,2012/08/01,2010/04/01,1,4,3,34280,3180,14735,14735,9030,34280,12450,9030,,3180,,,20s,2003,1,6,Friday
647,80071726,no reply,F,31,affiliated card B,0,1,0,2003/03/21,silver card,general payer3,working,married,0,0,0,0,0,2019/03/16,,36090,,25450,,,,12380,,4900,,15250,,2580,,,,12380,,4900,17045,36090,,2580,15250,,7,2012/08/01,2010/07/01,2,5,4,75480,2580,25207,25207,2580,,48320,2580,4900,17540,87860,15250,30s,2003,3,6,Friday
648,80071783,no reply,M,36,affiliated card A,1,1,1,2003/01/25,silver card (classic),doctor,working,unmarried,0,0,0,0,0,2019/01/16,19720,42935,,41573,25580,,,,,41810,19720,47380,,54120,25580,,,,,41810,34004,42935,41810,25580,47380,41810,8,2012/11/01,2010/02/01,3,7,5,61690,8910,37212,37212,47380,8910,25580,58210,41810,163190,,,30s,2003,1,7,Saturday
649,80072351,no reply,M,43,original,1,1,0,2003/02/10,silver card,,not working,unmarried,0,0,0,0,0,2019/02/16,,9630,,,,7090,,,,5936,,9630,,,,7090,,,,5980,7090,9630,5936.67,7090,9630,5980,5,2012/08/01,2011/04/01,3,3,3,9630,5760,6906,6906,9630,,,9630,11740,,6070,7090,40s,2003,2,2,Monday
650,80072412,no reply,F,34,original,1,1,0,2003/02/24,gold card,part time job,working,unmarried,0,0,0,0,0,2019/02/16,,10930,,36530,,,,,,,,4910,,36530,,,,,,,36530,10930,,36530,4910,,3,2012/04/01,2011/05/01,2,2,2,36530,4910,19463,19463,36530,,,,,4910,,53480,30s,2003,2,2,Monday
651,80072649,no reply,F,36,original,1,1,0,2003/04/03,silver card,,not working,married,0,0,0,0,0,2019/04/16,33000,34953,16190,,,,,21260,,20880,33000,71370,16190,,,,,21260,,20880,23483.3,34953.3,20880,16190,71370,20880,10,2012/03/01,2010/04/01,3,5,5,71370,2490,30105,33450,87560,53880,,,30330,161010,40080,15750,30s,2003,4,5,Thursday
652,80072812,no reply,F,33,affiliated card C,1,0,1,2003/03/31,silver card,part time job,working,unmarried,0,0,0,0,0,2019/03/16,,,,,,,,,,2790,,,,,,,,,,2790,,,2790,,,2790,1,2012/08/01,2012/08/01,1,1,1,2790,2790,2790,2790,2790,,,2790,,,,,30s,2003,3,2,Monday
653,80072892,no reply,M,26,affiliated card B,1,1,0,2003/03/30,silver card,general payer3,working,unmarried,0,0,0,0,0,2019/03/16,,,,11600,,,,,,,,,,11600,,,,,,,11600,,,11600,,,1,2010/05/01,2010/05/01,1,1,1,11600,11600,11600,11600,11600,,,,,,11600,,20s,2003,3,1,Sunday
654,80072908,reply,F,43,original,1,1,0,2003/04/05,platinum card,lawyer,working,unmarried,5,4,4,5,5,2019/04/16,19140,47663,,20660,,,,78350,,37060,19140,55030,,20660,,,,78350,,37060,51736.7,47663.3,,97490,55030,,7,2012/08/01,2010/07/01,2,5,5,78350,19140,42600,49700,97490,46780,,134550,75690,41180,,,40s,2003,4,7,Saturday
655,80072929,no reply,M,37,affiliated card A,1,0,0,2003/01/25,silver card (classic),sole proprietorship,working,unmarried,0,0,0,0,0,2019/01/16,,,49835,118020,21740,49010,,,,76400,,,87510,115130,21740,49010,,,,102520,87413.3,,76400,87510,,102520,9,2012/05/01,2010/01/01,2,6,5,195140,12160,75253,84660,87510,,153040,,195140,115130,62440,151530,30s,2003,1,7,Saturday
656,80073195,no reply,F,35,original,1,0,0,2003/03/04,silver card,general payer3,working,unmarried,0,0,0,0,0,2019/03/16,,9230,,33460,61675,,,17920,,,,15150,,33460,25200,,,17920,,,43682.5,9230,,33460,15150,,7,2012/06/01,2010/06/01,2,5,4,98150,2480,28917,28917,33460,,108210,,51090,25200,,17920,30s,2003,3,3,Tuesday
657,80073625,no reply,M,36,affiliated card B,1,1,0,2003/03/08,silver card,general payer3,working,unmarried,0,0,0,0,0,2019/03/16,,,,25416,,,,,,,,,,8240,,,,,,,25416.7,,,8240,,,3,2012/03/01,2010/05/01,1,2,1,59940,8070,25416,25416,8240,,,,,8240,68010,,30s,2003,3,7,Saturday
658,80073765,no reply,F,28,affiliated card B,1,1,0,2003/01/22,loyal(platinum)card,general payer3,working,married,0,0,0,0,0,2019/01/16,,32120,,41640,,,,,11970,24050,,15580,,72070,,,,,11970,24050,29825,32120,,24050,15580,,7,2012/09/01,2010/04/01,2,5,4,76370,4410,30808,30808,15580,4410,11210,,72070,100420,27550,,20s,2003,1,4,Wednesday
659,80073934,no reply,M,47,affiliated card A,1,0,0,2003/02/14,silver card,general payer3,working,married,0,0,0,0,0,2019/02/16,,24370,10810,62275,,,,,,,,20700,10810,71480,,,,,,,45120,24370,,71480,20700,,5,2012/11/01,2010/04/01,2,4,3,71480,10810,36820,36820,20700,,28040,71480,,31510,53070,,40s,2003,2,6,Friday
660,80074078,reply,M,35,affiliated card A,1,1,1,2003/03/09,silver card,sole proprietorship,working,married,0,0,0,0,0,2019/03/16,222300,,,150430,25240,43480,,,,68013,222300,,,150430,25240,43480,,,,23680,110363,,68013.3,150430,,23680,7,2011/08/01,2010/06/01,2,5,5,222300,23680,92212,107581,23680,23680,166850,,175670,,,279290,30s,2003,3,1,Sunday
661,80074101,no reply,F,34,affiliated card B,1,1,0,2003/04/06,platinum card,part time job,working,married,0,0,0,0,0,2019/04/16,9410,6320,,2180,,,,,,,9410,3790,,2180,,,,,,,5795,6320,,2180,3790,,4,2012/10/01,2011/01/01,2,3,3,9410,2180,6057,6057,3790,3790,2180,,,,18260,,30s,2003,4,1,Sunday
662,80074179,no reply,M,54,affiliated card A,1,1,0,2003/04/09,gold card,sole proprietorship,working,unmarried,0,0,0,0,0,2019/04/16,95240,39780,21840,,,18410,,,,57480,95240,25010,21840,,,18410,,,,47860,45163.3,39780,57480,18410,25010,47860,15,2012/10/01,2010/05/01,3,5,5,95240,7030,44104,55130,25010,190320,7030,184520,,41620,124290,113790,50s,2003,4,4,Wednesday
663,80074201,no reply,M,27,original,1,0,1,2003/01/12,silver card (classic),general payer3,working,married,0,0,0,0,0,2019/01/16,,33190,,16675,,,,,,30947,,33190,,31280,,,,,,36790,16675,33190,30947.5,31280,33190,36790,7,2012/11/01,2010/05/01,3,4,3,39170,2070,27190,27190,31280,33190,15370,,2070,31280,75960,32460,20s,2003,1,1,Sunday
664,80074287,reply,M,41,affiliated card B,1,1,1,2003/01/15,silver card (classic),general payer3,working,married,0,0,0,0,0,2019/01/16,72500,27190,,,47060,,,,,19560,72500,3940,,,47060,,,,,19720,59780,27190,19560,47060,3940,19720,7,2012/11/01,2011/01/01,3,4,4,72500,3940,34321,40041,47060,,60400,23660,19400,47060,89730,,40s,2003,1,4,Wednesday
665,80074306,reply,F,25,original,1,1,0,2003/02/14,silver card,,not working,married,0,0,0,0,0,2019/02/16,25830,,,35840,10815,,,,,39390,25830,,,35840,10040,,,,,9740,27766.7,,39390,25830,,9740,6,2012/01/01,2010/09/01,2,4,4,69040,9740,27013,32416,9740,,,57470,,69040,25830,9740,20s,2003,2,6,Friday
666,80074323,no reply,F,45,affiliated card A,0,0,0,2003/01/03,loyal(platinum)card,part time job,working,married,0,0,0,0,0,2019/01/16,,,,,13890,,,,6080,,,,,,13890,,,,6080,,9985,,,6080,,,2,2011/07/01,2011/03/01,1,2,2,13890,6080,9985,9985,6080,,13890,,6080,,,,40s,2003,1,6,Friday
667,80074409,reply,M,44,affiliated card A,0,0,1,2003/04/07,gold card,sole proprietorship,working,married,0,0,0,0,0,2019/04/16,,,,78235,,,,,,35140,,,,109790,,,,,,18300,78235,,35140,109790,,18300,4,2011/08/01,2010/07/01,2,3,2,109790,18300,56687,56687,109790,109790,,,51980,46680,,18300,40s,2003,4,2,Monday
668,80074534,no reply,F,32,affiliated card A,1,1,0,2003/02/02,gold card,general payer3,working,unmarried,0,0,0,0,0,2019/02/16,,,,,,,,,,14020,,,,,,,,,,14020,14020,,,14020,,,1,2012/07/01,2012/07/01,1,1,1,14020,14020,14020,14020,14020,,,,,,,14020,30s,2003,2,1,Sunday
669,80074994,no reply,F,31,original,1,0,0,2003/03/16,gold card,,not working,married,0,0,0,0,0,2019/03/16,14250,31010,,18840,7900,,,,,,9560,6070,,20260,7900,,,,,,20461.3,31010,,20260,6070,,12,2012/08/01,2010/04/01,2,9,4,55950,4270,18809,22571,20260,26490,,85770,,39950,10900,62600,30s,2003,3,1,Sunday
670,80075104,no reply,M,31,affiliated card A,1,0,1,2003/04/07,gold card,general payer3,working,married,0,0,0,0,0,2019/04/16,,64970,,73856,,47130,,,,28300,,108130,,50540,,47130,,,,28300,67175,64970,28300,50540,108130,28300,7,2012/10/01,2010/09/01,3,6,4,108230,21810,60991,71156,108130,170930,,119480,,108230,,28300,30s,2003,4,2,Monday
671,80075125,no reply,F,26,affiliated card C,0,0,1,2003/02/21,silver card,,not working,unmarried,0,0,0,0,0,2019/02/16,,12140,,,,,,,,3920,,21850,,,,,,,,3920,,12140,3920,,21850,3920,3,2012/10/01,2010/11/01,2,2,2,21850,2430,9400,9400,21850,24280,,,,,3920,,20s,2003,2,6,Friday
672,80075207,no reply,F,24,original,1,0,0,2003/01/31,silver card (classic),student,not working,unmarried,0,0,0,0,0,2019/01/16,,15080,,7620,,4180,,,,,,15080,,7410,,4180,,,,,6473.33,15080,,7410,15080,,4,2012/11/01,2010/05/01,2,3,3,15080,4180,8625,8625,15080,,,,4180,15080,15240,,20s,2003,1,6,Friday
673,80075327,no reply,F,41,original,1,1,0,2003/02/16,gold card,general payer3,working,unmarried,0,0,0,0,0,2019/02/16,,33220,2470,,4490,,,18540,,,,33220,2470,,4490,,,11810,,,11010,33220,,11810,33220,,5,2011/12/01,2010/07/01,2,4,4,33220,2470,15452,15452,33220,,,6960,,70300,,,40s,2003,2,1,Sunday
674,80075351,no reply,M,23,affiliated card B,1,0,0,2003/03/04,silver card,student,not working,unmarried,0,0,0,0,0,2019/03/16,,4020,,4570,,,2580,,,,,4020,,4570,,,2580,,,,3575,4020,,4570,4020,,3,2012/08/01,2011/04/01,2,3,3,4570,2580,3723,3723,4570,,,4570,2580,,4020,,20s,2003,3,3,Tuesday
675,80075390,no reply,M,31,affiliated card C,1,0,1,2003/02/06,silver card,part time job,working,married,0,0,0,0,0,2019/02/16,,,,3290,18620,7370,,,,3250,,,,3290,18620,7370,,,,3250,14640,,3250,3290,,3250,4,2012/09/01,2010/11/01,2,4,4,18620,3250,8132,10843,3290,25990,,3250,,,3290,,30s,2003,2,5,Thursday
676,80075433,no reply,M,34,affiliated card B,1,1,1,2003/04/07,silver card,part time job,working,unmarried,0,0,0,0,0,2019/04/16,,15435,,5120,,,,,,12380,,3170,,5120,,,,,,12380,5120,15435,12380,5120,3170,12380,4,2012/08/01,2010/04/01,3,3,3,27700,3170,12092,12092,5120,,12380,5120,3170,27700,,,30s,2003,4,2,Monday
677,80075524,no reply,M,52,original,0,1,0,2003/01/30,loyal(platinum)card,sole proprietorship,working,married,0,0,0,0,0,2019/01/16,,,,37910,,,,,,49020,,,,37910,,,,,,48630,37910,,49020,37910,,48630,4,2012/09/01,2011/04/01,2,2,2,77310,21120,46242,46242,48630,,,21120,37910,,125940,,50s,2003,1,5,Thursday
